,tokens,tone,word,word1
2431,여기는 그냥 멸망 남부 지방 폭염 주의보 내린 곳도 있다던데 조그만 나라 무슨 날씨 모양,-2,"['여기', '는', '그냥', '멸망', '남부', '지방', '폭염', '주의보', '내린', '곳', '도', '있', '다던데', '조그만', '나라', '무슨', '날씨', '모양']","[153, 2, 359, 987, 121, 76, 27, 243, 931, 988, 21, 4, 2321, 2322, 213, 383, 159, 2323]"
2432,윤석열 대통령 장애 가족 참변 반지하 침수 현장 찾아 미리 대피 됐느냐 윤석열 질문 충격 박근혜 구명조끼 발언 떠올랐음,-2,"['윤석열', '대통령', '장애', '가족', '참변', '반지하', '침수', '현장', '찾', '아', '미리', '대피', '됐', '느냐', '윤석열', '질문', '충격', '박근혜', '구명조끼', '발언', '떠올랐', '음']","[108, 75, 691, 411, 1187, 170, 6, 107, 197, 74, 908, 312, 140, 1630, 108, 779, 180, 849, 1188, 1190, 1476, 41]"
2433,진짜 살다 살다 재난 상황 어떻게 복구 다음 재난 어떻게 대비 할지 대한 뉴스 아니라 재난 상황 대처 하느라 대통령 넘어 퇴근 했다 뉴스 야하는,0,"['진짜', '살', '다', '살', '다', '재난', '상황', '어떻게', '복구', '다음', '재난', '어떻게', '대비', '할지', '대한', '뉴스', '아니', '라', '재난', '상황', '대처', '하', '느라', '대통령', '넘', '어', '퇴근', '했', '다', '뉴스', '야', '하', '는']","[61, 168, 10, 168, 10, 37, 40, 374, 67, 44, 37, 374, 445, 549, 680, 32, 53, 375, 37, 40, 195, 1, 765, 75, 206, 11, 70, 7, 10, 32, 190, 1, 2]"
2434,이낙연 총리 시절 강원도 산불 저지를 위해 전국 모여드는 소방관 소방차 소방차 행렬 보고 감명 받았습니다,0,"['이낙연', '총리', '시절', '강원도', '산불', '저지', '를', '위해', '전국', '모여드', '는', '소방관', '소방차', '소방차', '행렬', '보', '고', '감명', '받', '았', '습니다']","[181, 178, 268, 132, 23, 496, 236, 151, 362, 523, 2, 370, 242, 242, 524, 31, 3, 525, 47, 33, 39]"
2435,수능 이제 실감 납니다 폭염 열공,0,"['수능', '이제', '실감', '납니다', '폭염', '열공']","[1061, 131, 905, 1504, 27, 1465]"
2436,호우 순훈 영뾰,0,"['호우', '순', '훈', '영', '뾰']","[59, 1570, 1228, 2512, 2513]"
2437,내일 모레 구건 발송 예정 입니다만 침수 지역 택배 수령 어렵거나 불안하신 말씀 주시 발송 미루겠습니다 다만 사는 지역 짱짱해 날씨 판별 어려워 받으시길 원하는 시기 말씀 주셔 야합니다,-2,"['내일', '모레', '구건', '발송', '예정', '입니다만', '침수', '지역', '택배', '수령', '어렵', '거나', '불안', '하', '신', '말씀', '주시', '발송', '미루', '겠', '습니다', '다만', '사', '는', '지역', '짱짱', '해', '날씨', '판별', '어려워', '받', '으시', '길', '원하', '는', '시기', '말씀', '주', '셔', '야', '합니다']","[270, 561, 1588, 697, 238, 1589, 6, 112, 442, 1590, 1039, 255, 1591, 1, 97, 203, 1450, 697, 1449, 58, 39, 1287, 188, 2, 112, 1592, 26, 159, 1593, 1594, 47, 520, 214, 1595, 2, 1123, 203, 19, 1528, 190, 66]"
2438,속초 산불 속초시 전날 제주도 여행 떠났다가 당일 비행기 없어 다음 비행기 부랴부랴 올라온 바람직하지 않은 처신 비난 했던 언론 기억 그런데 서울 복판 물난리 기적 대면,-2,"['속초', '산불', '속', '초시', '전날', '제주', '도', '여행', '떠났', '다가', '당일', '비행기', '없', '어', '다음', '비행기', '부랴부랴', '올라온', '바람직', '하', '지', '않', '은', '처신', '비난', '했', '던', '언론', '기억', '그런데', '서울', '복판', '물난리', '기적', '대', '면']","[160, 23, 161, 162, 154, 143, 21, 139, 163, 101, 150, 56, 15, 11, 44, 56, 149, 164, 165, 1, 14, 46, 8, 166, 122, 7, 16, 102, 116, 158, 22, 123, 60, 167, 109, 20]"
2439,알았다니 다행 캔디 와있거든,0,"['알', '았', '다니', '다행', '캔디', '와', '있', '거든']","[184, 33, 295, 51, 2354, 1511, 4, 2355]"
2440,우리 그이 당장 쫓겨날 모르고 있으니 다행 해야 하나 대리 구매 종로 가연 어플 놀아 났다는 생각 그냥 당장,0,"['우리', '그', '이', '당장', '쫓겨날', '모르', '고', '있', '으니', '다행', '해야', '하나', '대리', '구매', '종로', '가연', '어', '플', '놀', '아', '났', '다는', '생각', '그냥', '당장']","[84, 1375, 24, 606, 3133, 897, 3, 4, 614, 51, 193, 209, 1981, 1022, 3134, 3135, 11, 2839, 2204, 74, 187, 142, 49, 359, 606]"
2441,진짜 미치겠다 우리 지역 오면 비상 우리 지역 폭염 주의보,-2,"['진짜', '미치', '겠', '다', '우리', '지역', '오', '면', '비상', '우리', '지역', '폭염', '주의보']","[61, 914, 58, 10, 84, 112, 104, 20, 476, 84, 112, 27, 243]"
2442,포카 진짜 미세먼지 필터 없애줘 공지 포카 색감 기대했더니 실물 조명 진해 보이는거구 얼굴 했다,1,"['포카', '진짜', '미세먼지', '필터', '없애', '줘', '공지', '포카', '색감', '기대', '했', '더니', '실물', '조명', '진해', '보이', '는', '거', '구', '얼굴', '했', '다']","[360, 61, 36, 1183, 504, 1050, 956, 360, 1184, 915, 7, 801, 918, 1018, 1185, 354, 2, 34, 94, 572, 7, 10]"
2443,래빈 행복해서 다행 자기 행복한게 미안해서 말못하는 사랑,1,"['래', '빈', '행복', '해서', '다행', '자기', '행복', '한', '게', '미안', '해서', '말', '못하', '는', '사랑']","[2718, 3487, 315, 62, 51, 456, 315, 25, 18, 1778, 62, 912, 3488, 2, 592]"
2444,뽀야 생일 축하 생일 카페 다녀왔습니다 준비 해주신 모든 고생 많으셨고 감사합니다 덕분 예쁜 굿즈들 얻어 갑니다 솨생카 로어 오솨 솨생카 서울 도쿄 오사카,1,"['뽀', '야', '생일', '축하', '생일', '카페', '다녀왔', '습니다', '준비', '해', '주', '신', '모든', '고생', '많', '으셨고', '감사', '합니다', '덕분', '예쁜', '굿', '즈', '들', '얻', '어', '갑니다', '솨', '생', '카', '로어', '오', '솨', '솨', '생', '카', '서울', '도쿄', '오사카']","[1951, 190, 305, 1088, 305, 481, 1135, 39, 744, 26, 19, 97, 480, 678, 71, 1952, 96, 66, 45, 1733, 1953, 499, 468, 1954, 11, 1955, 894, 705, 896, 1956, 104, 894, 894, 705, 896, 22, 1957, 1958]"
2445,전임 시장 폭우 있었지만 비싼 외제차 침수 정도 강남 잠기 않았거든요 시민 하나 빗물 배출 구의 쓰레기 치우는 물이 빠르게 빠질 정도 였다면 쓰레기 치운 시장 책임,-2,"['전임', '시장', '폭우', '있', '었', '지만', '비싼', '외제', '차', '침수', '정도', '강남', '잠기', '않', '았', '거든요', '시민', '하나', '빗물', '배출', '구', '의', '쓰레기', '치우', '는', '물', '이', '빠르', '게', '빠질', '정도', '였', '다면', '쓰레기', '치운', '시장', '책임']","[1892, 352, 5, 4, 12, 110, 1541, 2069, 231, 6, 125, 358, 971, 46, 33, 191, 372, 209, 1049, 1609, 94, 460, 173, 1536, 2, 230, 24, 2070, 18, 1752, 125, 250, 438, 173, 2071, 352, 1017]"
2446,덕분 좋은 시도 읽고 필사 하면서 개인 좋았던 시간 이었어요 미션 성공해서 선물 받았네요 감사해요,1,"['덕분', '좋', '은', '시도', '읽', '고', '필사', '하', '면서', '개인', '좋', '았', '던', '시간', '이', '었', '어요', '미션', '성공', '해서', '선물', '받', '았', '네요', '감사', '해요']","[45, 50, 8, 2395, 702, 3, 967, 1, 98, 1115, 50, 33, 16, 117, 24, 12, 82, 2012, 2947, 62, 261, 47, 33, 317, 96, 506]"
2447,미드 뉴스룸 년전 나온 장면 지금 탄소 예산 기가톤 정도 남았고 대기 이산화탄소 농도 여기 하는 대량 이민 산불 폭풍 식량난 식수 부족 역병 같은 포스트 아포칼립스 세계 맛보고있네,-2,"['미드', '뉴스룸', '년', '전', '나온', '장면', '지금', '탄소', '예산', '기', '가', '톤', '정도', '남', '았', '고', '대기', '이산화', '탄소', '농도', '여기', '하', '는', '대량', '이민', '산불', '폭풍', '식량난', '식수', '부족', '역병', '같', '은', '포스트', '아포', '칼', '립스', '세계', '맛보', '고', '있', '네']","[330, 331, 278, 237, 258, 126, 105, 169, 175, 63, 29, 332, 125, 229, 33, 3, 232, 333, 169, 334, 153, 1, 2, 319, 335, 23, 336, 337, 324, 281, 338, 30, 8, 339, 340, 263, 341, 256, 342, 3, 4, 202]"
2448,다행,0,['다행'],[51]
2449,한국 세계 최대 규모 리튬 광산 발견 자원 빈국 알았는데 천연 자원 반전 중국 배터리 사용 전기차 미국 판매 금지 출처,-2,"['한국', '세계', '최대', '규모', '리튬', '광산', '발견', '자원', '빈국', '알', '았', '는데', '천연', '자원', '반전', '중국', '배터리', '사용', '전기차', '미국', '판매', '금지', '출처']","[966, 256, 353, 4210, 4211, 3062, 516, 782, 4212, 184, 33, 13, 4213, 782, 4214, 4215, 4216, 773, 4217, 457, 761, 780, 245]"
2450,금전 본거 어젯밤 폭우 관악구 세가족 침수 숨진 훈시 갔는데 동네 주민 항의 하자 죄송하다거나 위로 해주는 대신 있던 사람 보고 설명 주세요 하고 바로 돌리고 가는 모습,-2,"['금전', '본', '거', '어젯밤', '폭우', '관악', '구', '세', '가족', '침수', '숨진', '훈시', '갔', '는데', '동네', '주민', '항의', '하', '자', '죄송', '하', '다거나', '위', '로', '해', '주', '는', '대신', '있', '던', '사람', '보', '고', '설명', '주세요', '하', '고', '바로', '돌리', '고', '가', '는', '모습']","[865, 1141, 34, 1531, 5, 1799, 94, 1077, 411, 6, 1413, 1800, 308, 13, 322, 344, 1801, 1, 215, 878, 1, 1802, 663, 120, 26, 19, 2, 1493, 4, 16, 42, 31, 3, 1454, 1530, 1, 3, 565, 1532, 3, 29, 2, 385]"
2451,여름 되면 쿠팡 물류 센터 결근 조퇴 속출 합니다 많은 계약 개조 이상 결근 조퇴 정도 노동자 사람인 지라 폭염 견딜 없으니 그날 일당 비롯 주휴수당 연차 날아가 수입,-1,"['여름', '되', '면', '쿠팡', '물류', '센터', '결근', '조퇴', '속출', '합니다', '많', '은', '계약', '개조', '이상', '결근', '조퇴', '정도', '노동자', '사람', '인', '지라', '폭염', '견딜', '없', '으니', '그날', '일당', '비롯', '주휴', '수당', '연차', '날아가', '수입']","[248, 9, 20, 155, 879, 571, 482, 483, 502, 66, 71, 8, 880, 881, 130, 482, 483, 125, 217, 42, 57, 882, 27, 883, 15, 614, 643, 884, 885, 886, 887, 888, 889, 890]"
2452,실시간 강남역 슈퍼맨 등장 아저씨 폭우 침수 강남역 복판 배수관 쌓여있는 쓰레기 맨손 건져 덕분 종아리 차올랐던 금방 내려감,-1,"['실시간', '강남역', '슈퍼맨', '등장', '아저씨', '폭우', '침수', '강남역', '복판', '배수관', '쌓여', '있', '는', '쓰레기', '맨손', '건져', '덕분', '종아리', '차올랐', '던', '금방', '내려감']","[220, 192, 707, 327, 674, 5, 6, 192, 123, 590, 586, 4, 2, 173, 708, 675, 45, 709, 645, 16, 689, 710]"
2453,어느 개방 거지 홍대광 심부름 화산 달려왔음 지금 강남 도움 받았던 마을 양민 사패련 공격 받았다고 정파 무시 했으니 급히 우맹 지원 요청 바란다고,-1,"['어느', '개방', '거지', '홍대광', '심부름', '화산', '달려왔', '음', '지금', '강남', '도움', '받', '았', '던', '마을', '양민', '사패', '련', '공격', '받', '았', '다고', '정파', '무시', '했으니', '급히', '우맹', '지원', '요청', '바란다고']","[2698, 3209, 3210, 3211, 3212, 1602, 3213, 41, 105, 358, 1338, 47, 33, 16, 1064, 3214, 3215, 854, 1569, 47, 33, 65, 3216, 551, 3217, 3218, 3219, 171, 2018, 3220]"
2454,서울 노원 도봉 종로구 산사태 경보 주의보 발령,0,"['서울', '노원', '도봉', '종로구', '산사태', '경보', '주의보', '발령']","[22, 3338, 3339, 1491, 115, 80, 243, 613]"
2455,폭우 맨홀 뚜껑 열려 휩쓸려 남매 실종,-2,"['폭우', '맨홀', '뚜껑', '열려', '휩쓸려', '남매', '실종']","[5, 200, 177, 687, 688, 607, 382]"
2456,이런 사진 받았어요 현재 청주 폭우 아래 내려가고 있나 봐요 무서워요 도로 침수 하고 나서 오는 운전 무서워졌어요,-2,"['이런', '사진', '받', '았', '어요', '현재', '청주', '폭우', '아래', '내려가', '고', '있', '나', '봐요', '무서워요', '도로', '침수', '하', '고', '나', '서', '오', '는', '운전', '무서워', '졌어요']","[176, 48, 47, 33, 82, 137, 253, 5, 146, 246, 3, 4, 28, 304, 365, 136, 6, 1, 3, 28, 52, 104, 2, 318, 366, 367]"
2457,팔로워 이벤트 해주신 추첨 통해 랜덤 꾸를 드려요 많은 참여 부탁드립니다,1,"['팔', '로워', '이벤트', '해', '주', '신', '추첨', '통해', '랜덤', '꾸', '를', '드려요', '많', '은', '참여', '부탁', '드립니다']","[1004, 1507, 128, 26, 19, 97, 228, 686, 1275, 3387, 236, 492, 71, 8, 54, 284, 124]"
2458,남부 지방 가뭄 폭염 시달리는데 퇴근길 피해 없도록 안전 안전 조심 즐퇴 하세요,0,"['남부', '지방', '가뭄', '폭염', '시달리', '는데', '퇴근길', '피해', '없', '도록', '안전', '안전', '조심', '즐', '퇴', '하', '세요']","[121, 76, 145, 27, 303, 13, 288, 17, 15, 259, 106, 106, 83, 364, 283, 1, 43]"
2459,구례 잠겼는데 일반인 평소 낚시 나갈 타는 미니 보트 동네 노인 했다고 정작 본인 공장 침수 되고 떠내려갔데 이제 요령 생겨서 다시 구조 해야되 할수 있으실거 같다면,-2,"['구례', '잠겼', '는데', '일반', '인', '평소', '낚시', '나갈', '타', '는', '미니', '보트', '동네', '노인', '했', '다고', '정작', '본인', '공장', '침수', '되', '고', '떠내려갔', '데', '이제', '요령', '생겨서', '다시', '구조', '해야', '되', '할', '수', '있', '으실', '거', '같', '다면']","[792, 500, 13, 793, 57, 728, 794, 522, 182, 2, 768, 795, 322, 740, 7, 65, 235, 741, 796, 6, 9, 3, 797, 148, 131, 610, 604, 294, 147, 193, 9, 398, 199, 4, 798, 34, 30, 438]"
2460,오늘 아침 뉴스 보는데 날씨 캐스터 이제 호우 남부 지방 내려갈 예정 다행 입니다 빡쳤어요 서울 물난리 아래 내려오는게 다행,-2,"['오늘', '아침', '뉴스', '보', '는데', '날씨', '캐스터', '이제', '호우', '남부', '지방', '내려갈', '예정', '다행', '입니다', '빡', '쳤', '어요', '서울', '물난리', '아래', '내려오', '는', '게', '다행']","[35, 627, 32, 31, 13, 159, 778, 131, 59, 121, 76, 822, 238, 51, 127, 433, 751, 82, 22, 60, 146, 823, 2, 18, 51]"
2461,전임 시장 폭우 있었지만 비싼 외제차 침수 정도 강남 잠기 않았거든요 시민 하나 빗물 배출 구의 쓰레기 치우는 물이 빠르게 빠질 정도 였다면 쓰레기 치운 시장 책임,-2,"['전임', '시장', '폭우', '있', '었', '지만', '비싼', '외제', '차', '침수', '정도', '강남', '잠기', '않', '았', '거든요', '시민', '하나', '빗물', '배출', '구', '의', '쓰레기', '치우', '는', '물', '이', '빠르', '게', '빠질', '정도', '였', '다면', '쓰레기', '치운', '시장', '책임']","[1892, 352, 5, 4, 12, 110, 1541, 2069, 231, 6, 125, 358, 971, 46, 33, 191, 372, 209, 1049, 1609, 94, 460, 173, 1536, 2, 230, 24, 2070, 18, 1752, 125, 250, 438, 173, 2071, 352, 1017]"
2462,아부지 나도 덕후 다행 불행 관심사 일치 하는 드물다 아부지 테키 아웃도어 하며 골프 클래식 취향 고상하 서브컬쳐 예술 덕후 기질 있다 우주 해양,-2,"['아부지', '나', '도', '덕', '후', '다행', '불행', '관심사', '일치', '하', '는', '드물', '다', '아부지', '테', '키', '아웃도어', '하', '며', '골프', '클래식', '취향', '고상', '하', '서브', '컬쳐', '예술', '덕', '후', '기질', '있', '다', '우주', '해양']","[3042, 28, 21, 1243, 2297, 51, 2294, 3909, 3910, 1, 2, 2066, 10, 3042, 405, 1406, 3911, 1, 210, 3912, 3913, 3914, 3915, 1, 3916, 3917, 3918, 1243, 2297, 3919, 4, 10, 3920, 1791]"
2463,남부 지방 가뭄 폭염 시달리는데 퇴근길 피해 없도록 안전 안전 조심 즐퇴 하세요,0,"['남부', '지방', '가뭄', '폭염', '시달리', '는데', '퇴근길', '피해', '없', '도록', '안전', '안전', '조심', '즐', '퇴', '하', '세요']","[121, 76, 145, 27, 303, 13, 288, 17, 15, 259, 106, 106, 83, 364, 283, 1, 43]"
2464,아니지만 차서 그렸어용 진짜 오던데 조심하시구 폭염 조심하시구 안전하셨음 좋겠어여 그림 그림러 그림 그림 벚꽃 상시 커미션,1,"['아니', '지만', '차', '서', '그렸', '어용', '진짜', '오', '던데', '조심', '하', '시', '구', '폭염', '조심', '하', '시', '구', '안', '전하', '셨', '음', '좋', '겠', '어여', '그림', '그림', '러', '그림', '그림', '벚꽃', '상시', '커미션']","[53, 110, 231, 52, 806, 828, 61, 104, 807, 83, 1, 38, 94, 27, 83, 1, 38, 94, 257, 601, 93, 41, 50, 58, 829, 205, 205, 290, 205, 205, 830, 831, 711]"
2465,지내셨다니 다행 조금 그랬나 봐요,0,"['지내', '셨', '다니', '다행', '조금', '그랬', '나', '봐요']","[1882, 93, 295, 51, 466, 2061, 28, 304]"
2466,폭우 피해 와중 박찬 잼있다 다음 뉴스,-1,"['폭우', '피해', '와중', '박찬', '잼', '있', '다', '다음', '뉴스']","[5, 17, 68, 2022, 1853, 4, 10, 44, 32]"
2467,경품 참여 방법 팔로우 하트 물건 좋아하시는 참여 해주시면 좋겠습니다 넨도로이드 직접 현지 프리미엄 붙었더라구요 추첨,0,"['경품', '참여', '방법', '팔로우', '하트', '물건', '좋', '아', '하', '시', '는', '참여', '해', '주', '시', '면', '좋', '겠', '습니다', '넨', '도로', '이드', '직접', '현지', '프리미엄', '붙', '었', '더라구요', '추첨']","[1980, 54, 845, 439, 1542, 1093, 50, 74, 1, 38, 2, 54, 26, 19, 38, 20, 50, 58, 39, 2837, 136, 991, 491, 1611, 2838, 1893, 12, 1285, 228]"
2468,서울 폭설 내리고 난리 구경 없던 지방 살던 모습 마치 다른 나라 같았다 지금 수도권 물난리 남부 가뭄 시달리는 지역 아득히 멀게 느껴지겠구나 한다,-2,"['서울', '폭설', '내리', '고', '난리', '구경', '없', '던', '지방', '살', '던', '모습', '마치', '다른', '나라', '같', '았', '다', '지금', '수도', '권', '물난리', '남부', '가뭄', '시달리', '는', '지역', '아득히', '멀', '게', '느껴', '지', '겠', '구나', '한다']","[22, 800, 349, 3, 955, 672, 15, 16, 76, 168, 16, 385, 1606, 252, 213, 30, 33, 10, 105, 825, 415, 60, 121, 145, 303, 2, 112, 1745, 1746, 18, 901, 14, 58, 1090, 412]"
2469,속초 산불 속초시 전날 제주도 여행 떠났다가 당일 비행기 없어 다음 비행기 부랴부랴 올라온 바람직하지 않은 처신 비난 했던 언론 기억 그런데 서울 복판 물난리 기적 대면,-2,"['속초', '산불', '속', '초시', '전날', '제주', '도', '여행', '떠났', '다가', '당일', '비행기', '없', '어', '다음', '비행기', '부랴부랴', '올라온', '바람직', '하', '지', '않', '은', '처신', '비난', '했', '던', '언론', '기억', '그런데', '서울', '복판', '물난리', '기적', '대', '면']","[160, 23, 161, 162, 154, 143, 21, 139, 163, 101, 150, 56, 15, 11, 44, 56, 149, 164, 165, 1, 14, 46, 8, 166, 122, 7, 16, 102, 116, 158, 22, 123, 60, 167, 109, 20]"
2470,청주 폭우 나무 쓰러지는 피해 속출 진천 충북 호우경보 뉴스,-2,"['청주', '폭우', '나무', '쓰러지', '는', '피해', '속출', '진천', '충북', '호우', '경보', '뉴스']","[253, 5, 280, 1499, 2, 17, 502, 1500, 1323, 59, 80, 32]"
2471,뮤직뱅크 사전 녹화 생방송 참여 안내 에이,0,"['뮤직', '뱅크', '사전', '녹화', '생방송', '참여', '안내', '에이']","[3456, 3457, 2290, 2420, 2020, 54, 662, 1197]"
2472,같은 나라 남부 지방 방울 내리고 열흘 열대야 폭염 지속,-2,"['같', '은', '나라', '남부', '지방', '방울', '내리', '고', '열흘', '열대야', '폭염', '지속']","[30, 8, 213, 121, 76, 1200, 349, 3, 1201, 695, 27, 1171]"
2473,여름 되면 쿠팡 물류 센터 결근 조퇴 속출 합니다 많은 계약 개조 이상 결근 조퇴 정도 노동자 사람인 지라 폭염 견딜 없으니 그날 일당 비롯 주휴수당 연차 날아가 수입,-1,"['여름', '되', '면', '쿠팡', '물류', '센터', '결근', '조퇴', '속출', '합니다', '많', '은', '계약', '개조', '이상', '결근', '조퇴', '정도', '노동자', '사람', '인', '지라', '폭염', '견딜', '없', '으니', '그날', '일당', '비롯', '주휴', '수당', '연차', '날아가', '수입']","[248, 9, 20, 155, 879, 571, 482, 483, 502, 66, 71, 8, 880, 881, 130, 482, 483, 125, 217, 42, 57, 882, 27, 883, 15, 614, 643, 884, 885, 886, 887, 888, 889, 890]"
2474,호우,0,['호우'],[59]
2475,우영 생각 하면 어떤 사물 떠오르나요 아래 링크 접속 설문 참여 해주세요 사연 채택 우영 폴라로이드 사진 선물 드립니,0,"['우영', '생각', '하', '면', '어떤', '사물', '떠오르', '나요', '아래', '링크', '접속', '설문', '참여', '해', '주', '세요', '사연', '채택', '우영', '폴라로이드', '사진', '선물', '드립', '니']","[194, 49, 1, 20, 204, 393, 394, 208, 146, 260, 390, 376, 54, 26, 19, 43, 395, 396, 194, 397, 48, 261, 377, 64]"
2476,살이 쪘었는데 스스로 자존감 떨어졌었거든요 그때 같은 남자 애가 그러더라고요 거울 보면 자괴 드냐구 무상처 됐어서,-2,"['살', '이', '쪘었', '는데', '스스로', '자존', '감', '떨어졌었', '거든요', '그때', '같', '은', '남자', '애', '가', '그러', '더라고요', '거울', '보', '면', '자괴', '드', '냐구', '무', '상처', '됐', '어서']","[168, 24, 2554, 13, 1163, 2555, 2556, 2557, 191, 550, 30, 8, 769, 2558, 29, 517, 381, 781, 31, 20, 2559, 1138, 1308, 1399, 1388, 140, 113]"
2477,첫사랑 엠카운트다운 공개방송 참여 명단 안내 첫사랑,0,"['첫', '사랑', '엠', '카운트', '다운', '공개', '방송', '참여', '명단', '안내', '첫사랑']","[2929, 592, 1396, 1397, 1398, 718, 509, 54, 1568, 662, 2930]"
2478,다행 저런 남자 엄마 되면 했는데,-2,"['다행', '저런', '남자', '엄마', '되', '면', '했', '는데']","[51, 1787, 769, 951, 9, 20, 7, 13]"
2479,밤새 물난리 났는데 복구 대책 공무원 출근 하라 최고 관료,1,"['밤새', '물난리', '났', '는데', '복구', '대책', '공무원', '출근', '하', '라', '최고', '관료']","[371, 60, 187, 13, 67, 379, 369, 129, 1, 375, 651, 2724]"
2480,여자아이 아이 민니 인형 깜뭉늬 수요 조사 제작 확정 추첨 깜뭉늬 보내 드립니다 구매 하실 참여 부탁드립니다 수요 조사,0,"['여자', '아이', '아이', '민', '니', '인형', '깜', '뭉늬', '수요', '조사', '제작', '확정', '추첨', '깜', '뭉늬', '보내', '드립니다', '구매', '하', '실', '참여', '부탁', '드립니다', '수요', '조사']","[998, 316, 316, 2474, 64, 1376, 2840, 2841, 1121, 630, 487, 1894, 228, 2840, 2841, 212, 124, 1022, 1, 568, 54, 284, 124, 1121, 630]"
2481,농작물 푸석푸석하니까 기운 없어 줘도 따서 먹어도 쓴거만 쓰더라구요 장난 니야 이번 폭염,-2,"['농작물', '푸석푸석', '하', '니까', '기운', '없', '어', '줘도', '따', '서', '먹', '어도', '쓴', '거', '만', '쓰', '더라구요', '장난', '니야', '이번', '폭염']","[1903, 2893, 1, 314, 1697, 15, 11, 2894, 2017, 52, 285, 1567, 2895, 34, 138, 548, 1285, 682, 2896, 207, 27]"
2482,최영일 시사 본부 이재오 국정 운영 점수 출감 대통령실 다음 뉴스 침수 보고 갔다 호우 주의보 내리면 퇴근 말았어야,-2,"['최영일', '시사', '본부', '이재오', '국정', '운영', '점수', '출감', '대통령실', '다음', '뉴스', '침수', '보', '고', '갔', '다', '호우', '주의보', '내리', '면', '퇴근', '말', '았', '어야']","[4160, 4161, 1906, 4162, 3233, 118, 1779, 4163, 486, 44, 32, 6, 31, 3, 308, 10, 59, 243, 349, 20, 70, 912, 33, 1280]"
2483,아까부터 계속 틀어눟 있는데 정부 실종 되었다 예전 화면 하단 자막 계속 특보 정부 발표 집계 같은 정보 떴었지 지금 아무 나옴 했던 하면서 반복 하고 있다,-2,"['아까', '부터', '계속', '틀', '어', '눟', '있', '는데', '정부', '실종', '되', '었', '다', '예전', '화면', '하단', '자막', '계속', '특보', '정부', '발표', '집계', '같', '은', '정보', '떴었', '지', '지금', '아무', '나옴', '했', '던', '하', '면서', '반복', '하', '고', '있', '다']","[1854, 1035, 276, 1625, 11, 2127, 4, 13, 144, 382, 9, 12, 10, 1377, 1639, 2128, 863, 276, 311, 144, 1000, 2129, 30, 8, 307, 2130, 14, 105, 685, 1855, 7, 16, 1, 98, 681, 1, 3, 4, 10]"
2484,카페 만년 어워즈 라인업 공개 카페 활자 투디 돌이 출격 하는 어워즈 시작 합니다 일간 참여 보면 최대 캐시 뽑기,0,"['카페', '만년', '어', '워즈', '라인업', '공개', '카페', '활자', '투', '디', '돌', '이', '출격', '하', '는', '어', '워즈', '시작', '합니다', '일간', '참여', '보', '면', '최대', '캐시', '뽑', '기']","[481, 2075, 11, 1217, 2076, 718, 481, 2077, 1551, 1679, 703, 24, 2078, 1, 2, 11, 1217, 185, 66, 1608, 54, 31, 20, 353, 2079, 463, 63]"
2485,폭염 괜찮으신 가요,-2,"['폭염', '괜찮', '으신', '가요']","[27, 1848, 560, 986]"
2486,팬아트 인원 많이는 처음 그려서 조금 부족할수도 있습니다 재밌는 영상 감사 드립니다 헤헤 동부,1,"['팬', '아트', '인원', '많이', '는', '처음', '그려서', '조금', '부족', '할', '수', '도', '있', '습니다', '재밌', '는', '영상', '감사', '드립니다', '헤헤', '동부']","[1415, 3781, 1419, 3782, 2, 1112, 3783, 466, 281, 398, 199, 21, 4, 39, 875, 2, 467, 96, 124, 3268, 3784]"
2487,영화 기생충 송강호 폭우 침수 다음 조여정 어제 와서 미세먼지 없구 하고 송강호 하는 장면 있거든요 그거 충격 받았는데 오늘 선선 해서 좋은데,-2,"['영화', '기생충', '송강호', '폭우', '침수', '다음', '조여정', '어제', '와서', '미세먼지', '없', '구', '하', '고', '송강호', '하', '는', '장면', '있', '거든요', '그거', '충격', '받', '았', '는데', '오늘', '선선', '해서', '좋', '은데']","[222, 223, 100, 5, 6, 44, 224, 92, 152, 36, 15, 94, 1, 3, 100, 1, 2, 126, 4, 191, 174, 180, 47, 33, 13, 35, 219, 62, 50, 141]"
2488,이런 사진 받았어요 현재 청주 폭우 아래 내려가고 있나 봐요 무서워요 도로 침수 하고 나서 오는 운전 무서워졌어요,-2,"['이런', '사진', '받', '았', '어요', '현재', '청주', '폭우', '아래', '내려가', '고', '있', '나', '봐요', '무서워요', '도로', '침수', '하', '고', '나', '서', '오', '는', '운전', '무서워', '졌어요']","[176, 48, 47, 33, 82, 137, 253, 5, 146, 246, 3, 4, 28, 304, 365, 136, 6, 1, 3, 28, 52, 104, 2, 318, 366, 367]"
2489,이낙연 총리 시절 강원도 산불 저지를 위해 전국 모여드는 소방관 소방차 소방차 행렬 보고 감명 받았습니다,0,"['이낙연', '총리', '시절', '강원도', '산불', '저지', '를', '위해', '전국', '모여드', '는', '소방관', '소방차', '소방차', '행렬', '보', '고', '감명', '받', '았', '습니다']","[181, 178, 268, 132, 23, 496, 236, 151, 362, 523, 2, 370, 242, 242, 524, 31, 3, 525, 47, 33, 39]"
